sentence,emotion
i am feeling a pleasant feeling not of the flesh,joy
i have gained the acquaintance of some of the nicest sweetest people youll ever meet and a place where i feel welcomed and accepted,joy
i feel all at once amused self consious foolish amused again and deeply disturbed at my reactions here,joy
i already feel inhibited about letting my views be known,sad
i sit around feeling useless and unworthy i try to remind myself that survival of the fittest doesnt mean that only the mean people win or even the luckiest,sad
ill be attending college classes and ill have a bunch of stuff to tell you guys about like how classes are going and how im feeling and if i meet anyone cute or not,joy
i feel lonely but i know im the greatest dumb wife if i didnt understand and support him,sad
ive decided that my family prefers a sane mom who can laugh and have fun than the one who feels like an uptight loser making all her unrealistic mental lists and feeling like a failure,fear
i feel i don t even have any secrets of my own because the ones that i think i have are really other people s that i have internalized and convinced to be my own,joy
i was unsatisfied unhappy and feeling generally unsuccessful,sad
i was feeling the way i was allowing the emotions to let themselves out i was almost suddenly lighter more bouncy closer to my more upbeat self,joy
i could feel so relaxed about accepting marriage and promising a life together after so little time,joy
i can t remember the last time that i felt this way but i must admit that it feels amazing,joy
i ask that anything be done to advance the social status of the colored man except to give him a fair chance to develop what there is good in him give him access to the schools and when he travels let him feel assured that his conduct will regulate the treatment and fare he will receive,joy
i feel a little more trusting of them,joy
i make the effort to simply walk slower prepare my food slower focus on one thing at a time i feel more calm and safe in my own body,joy
